Date,Open,High,Low,Close,Volume
2022-01-03,103.29720056150683,104.61596426772822,101.5539019645893,102.16812133789062,403800
2022-01-04,103.20687523502289,105.54632407019042,103.07138435040004,104.543701171875,570600
2022-01-05,104.75145873818214,105.49213445857151,103.01719464527329,103.0713882446289,469700
2022-01-06,103.71270944997914,105.51020179277447,103.71270944997914,104.97727966308594,533100
2022-01-07,105.36569261659534,107.4793259782498,104.74243857291852,107.1631851196289,872000
2022-01-10,107.4883453820775,107.930942521719,105.73601216809473,106.81089782714844,775000
2022-01-11,107.48834368646229,108.08450083324495,106.72960574476012,107.92191314697266,536800
2022-01-12,107.93095037585816,108.66259847454357,106.91026513304345,107.37995910644531,515600
2022-01-13,107.66900800942413,110.74010533236168,107.65998033606743,109.28585052490234,691600
2022-01-14,108.46388311378786,108.96067390571557,107.24447876278798,107.97611999511719,541900
2022-01-18,107.70511978028969,108.39160185494973,105.60052141503395,106.01602172851562,491900
2022-01-19,106.37732359799483,106.37732359799483,103.7488307860337,103.84819030761719,432100
2022-01-20,104.5166210724181,107.18125259123497,104.24564615122989,104.57984924316406,627100
2022-01-21,104.39920035819429,105.66377067733698,103.24302414344228,103.38754272460938,727900
2022-01-24,102.50235038016555,106.15152904687909,101.28293907822302,105.83538818359375,820900
2022-01-25,104.81468547820307,105.19405445124772,102.36684249781568,103.95658111572266,595700
2022-01-26,104.87791632459991,106.25990825559927,102.58362640915111,103.85723114013672,693100
2022-01-27,104.92309000740875,106.51282878350632,101.99651134636966,102.4933090209961,706700
2022-01-28,102.09586796715023,106.15151898035863,102.05070892887996,106.07022857666016,664600
2022-01-31,105.44698062971469,106.56703234815824,104.45339214319853,106.4315414428711,984900
2022-02-01,106.1153771146542,107.37994024062117,105.28436962870882,106.87411499023438,586100
2022-02-02,106.49475534007993,109.45745816447565,106.49475534007993,109.24067687988281,658400
2022-02-03,108.85226712401933,109.97231173697743,108.44579448586794,108.83419799804688,696000
2022-02-04,108.87937464484197,111.09236729110317,108.54516469496022,109.91812896728516,619800
2022-02-07,110.34267591645568,110.75817631247912,109.06907103380121,109.58393096923828,466000
2022-02-08,110.15297110280984,111.77884801225659,109.39423313930335,111.24592590332031,710100
2022-02-09,111.88725251536643,112.85374418721283,111.05624485578767,111.22786712646484,517000
2022-02-10,110.55944150249758,112.12208332483438,110.08071300326894,110.68589782714844,941500
2022-02-11,110.84849121179985,111.58013239793286,108.7529202924303,109.42133331298828,894300
2022-02-14,109.42132679472574,109.87295849088734,106.28700172074775,107.92191314697266,1051100
2022-02-15,109.21358875466446,110.41492392451624,108.3464497647178,109.0148696899414,876200
2022-02-16,111.3362482460173,115.75319881477427,111.3362482460173,115.74417114257812,1377900
2022-02-17,115.0215640423303,116.67453780439727,112.9621244856221,114.0370101928711,963400
2022-02-18,113.81118506402967,114.73251067282904,112.72727177234188,113.43181610107422,743900
2022-02-22,113.00727881195401,113.36858553195785,110.5233045875373,111.9504623413086,745500
2022-02-23,112.56469568751095,112.83567059267637,110.16201155852814,110.5955810546875,594400
2022-02-24,108.1296764378887,108.1296764378887,105.47407945228072,107.86772918701172,1085700
2022-02-25,108.92452065616783,112.96210880679111,108.92452065616783,112.85372161865234,702200
2022-02-28,110.44201942092798,111.94144006150171,109.52972829471953,110.9117202758789,680100
2022-03-01,109.88199528632154,110.39685515474953,107.4522145063853,108.43677520751953,756000
2022-03-02,109.25872894283766,111.8781939151261,109.25872894283766,111.45365905761719,642300
2022-03-03,111.88724445907206,112.79953556896946,110.89364916496105,112.32984161376953,510900
2022-03-04,111.10140115815699,111.63432327049706,109.36713703790561,111.28205108642578,556700
2022-03-07,110.67687692157355,110.73107052701083,108.11161185768823,108.14774322509766,879900
2022-03-08,109.00584374480098,110.42396721994697,107.23544804210213,107.77740478515625,712200
2022-03-09,110.58654779736452,111.71562714394737,109.42133708472862,109.62005615234375,639300
2022-03-10,108.66258102715658,110.64072302775895,108.05738936045775,110.3426513671875,467400
2022-03-11,111.01107689027828,112.60985012867897,109.80973487483222,109.91812896728516,524400
2022-03-14,112.79051757349178,117.63200367275411,112.28468531908537,115.65385437011719,1372400
2022-03-15,116.35841268274906,118.35461733369372,115.85257353659334,118.0746078491211,674200
2022-03-16,118.49008989584958,120.43211453610772,116.73777042261068,117.8758773803711,753400
2022-03-17,117.13129706099716,120.4366527603064,117.13129706099716,120.10974884033203,650100
2022-03-18,120.12786838773138,120.35488455388973,115.91445582605452,116.17779541015625,3549000
2022-03-21,116.97691135122615,119.08361443105352,116.668158796174,119.0563735961914,724000
2022-03-22,120.1097175001646,120.44569699337072,118.55692082146416,119.58303833007812,603600
2022-03-23,119.39233518232962,120.49109949514775,119.06543135715756,119.6284408569336,721400
2022-03-24,120.47295300265652,122.55242911342528,119.85547560156976,122.42530059814453,620400
2022-03-25,122.61599155606773,124.38671518416186,122.50702821156025,124.30499267578125,455400
2022-03-28,124.18690842651556,124.26864477020652,121.99848329362962,123.28793334960938,471800
2022-03-29,124.10521299837009,124.6954634245564,123.04277885839764,124.00532531738281,373600
2022-03-30,124.35036915577962,125.49452556928884,123.81461436456257,125.4491195678711,454800
2022-03-31,125.92134281767294,126.21193020145598,123.11542594086708,123.46049499511719,729300
2022-04-01,124.55015318801794,125.4491283415168,123.26070302217705,125.37649536132812,620100
2022-04-04,124.82257951902989,124.95878368138136,122.04388990335067,122.706787109375,429200
2022-04-05,122.35262303904254,124.53197242705673,122.24364587046598,122.84297180175781,417700
2022-04-06,122.25276376724185,125.66708229609027,122.12563525435836,124.74085235595703,729200
2022-04-07,124.58649885387412,125.06777213214055,123.25164237084218,124.39581298828125,538400
2022-04-08,125.00418459108276,125.43097609034072,123.70564492041339,125.2130355834961,540000
2022-04-11,125.52177614511126,126.96560950889105,123.80553446360635,123.93266296386719,468400
2022-04-12,123.99624982709715,125.45823469301665,123.20622403785666,124.25958251953125,457800
2022-04-13,123.96900998827932,125.42190535015762,122.74311696972244,125.16764831542969,380200
2022-04-14,125.01326086817362,126.17558253182916,124.72268738024333,125.48545837402344,358500
2022-04-18,125.09496808684366,126.29361995009813,124.70450697912518,125.84866333007812,387200
2022-04-19,126.15744425262743,126.31182747196331,125.22213855601903,126.07572174072266,545000
