Date,Open,High,Low,Close,Volume
2015-01-02,42.58065969804391,42.79616855912283,41.812915160807925,42.08230209350586,1815200
2015-01-05,42.0867995445296,42.31128642581635,41.75905061607379,42.05088424682617,3050400
2015-01-06,42.14517833120275,42.683945604035365,41.70069173444712,42.13170623779297,3519400
2015-01-07,42.32027959350508,42.966799662213084,42.24395142932934,42.953330993652344,2605400
2015-01-08,43.06106385909176,43.53248413026001,42.8994330731492,43.52350616455078,3318200
2015-01-09,43.55942241020853,43.56391310586038,42.54923168856235,42.74229049682617,3018400
2015-01-12,42.8590287976783,43.150862386441766,42.50882986132113,43.025150299072266,2091800
2015-01-13,43.46964899930861,43.90066349397107,42.40109244537869,42.58966064453125,3035000
2015-01-14,41.22027401755804,41.90271595509008,41.02272792018611,41.58843231201172,4475600
2015-01-15,41.3100686254122,42.122709877682034,40.88354158068371,40.91946029663086,3435000
2015-01-16,40.77129525583161,41.76352659170423,40.29538429234985,41.709651947021484,4099200
2015-01-20,41.81292491812169,41.88925306040957,40.88354937455006,41.220279693603516,2866600
2015-01-21,41.18435470924419,41.46271618193369,40.91496777704551,41.381900787353516,2511000
2015-01-22,41.386381846963374,42.553712388244094,41.090057660697134,42.320247650146484,3201000
2015-01-23,42.42801641540785,42.72882798482907,42.20802025236522,42.50434112548828,2115800
2015-01-26,42.49087155270539,42.82311113830863,42.225978708542726,42.755767822265625,1808400
2015-01-27,41.65128710950669,42.53127854348228,41.30557888039992,42.351688385009766,2930600
2015-01-28,42.60312005656873,43.09699051032,42.03292488527548,42.05088424682617,2098400
2015-01-29,42.00148781671797,42.47739880646314,41.68271349956716,42.03740310668945,2899200
2015-01-30,41.94760053185429,42.16759662073076,40.98230667703398,41.17536544799805,6169400
2015-02-02,41.31006909164061,41.37292513255887,40.16069414614094,41.23823165893555,2565800
2015-02-03,41.47619043977449,42.481894024780566,41.27864433501061,42.468421936035156,2720600
2015-02-04,42.1361802898966,42.81862221964781,42.104752268486834,42.5357666015625,3307400
2015-02-05,42.369646701376716,43.029635122530905,42.329237289650465,42.621070861816406,2042000
2015-02-06,42.82759777729979,42.939841193935,42.48188956123813,42.64352035522461,1616200
2015-02-09,42.42802498590352,42.74230528230644,42.21251605022843,42.481903076171875,1374600
2015-02-10,42.82310843664676,42.96677987747038,42.576174967473506,42.80514907836914,1399200
2015-02-11,42.95781499216003,43.17781120360681,42.508841174694055,42.57169723510742,1469800
2015-02-12,42.65701000911928,42.98475902876038,42.41007300084263,42.953330993652344,1652600
2015-02-13,42.94883190285511,43.23617483774597,42.652507574462554,43.18229675292969,1492400
2015-02-17,42.975765628249476,43.67167284875561,42.939846908051074,43.48310470581055,2290800
2015-02-18,43.501062326296314,43.640243079752146,43.05657931415853,43.41575622558594,1469200
2015-02-19,43.40228295202736,43.69860721224078,43.1194307789668,43.5145263671875,1648800
2015-02-20,43.6088227177175,43.99943114572596,43.325970464924026,43.9635124206543,2062200
2015-02-23,44.05778928555074,44.385541603676934,43.86922114792078,44.37656021118164,2562600
2015-02-24,44.44838742200914,44.87491098165758,43.99941381168582,44.03084182739258,2960800
