Date,Open,High,Low,Close,Volume
2022-01-03,190.54046443181034,191.74809139354164,184.6829440701036,185.28201293945312,1227000
2022-01-04,185.4626968034125,186.7178861316377,184.28359538425022,185.42466735839844,1723400
2022-01-05,185.83355835880118,186.9936523901276,182.90481207689857,183.20909118652344,1355500
2022-01-06,183.52283873721726,187.15526665502858,183.24708541552903,185.45315551757812,1360000
2022-01-07,185.19642070985617,185.72893443062082,179.87141408784723,179.97601318359375,1112000
2022-01-10,177.74139878521984,180.97445243951447,175.17398363971657,180.80328369140625,1906700
2022-01-11,181.63056524693675,185.08232095436273,180.85083839166654,183.97927856445312,1444000
2022-01-12,185.42464238093373,186.32799030088648,182.6004812823706,185.65286254882812,1364500
2022-01-13,185.36762096672416,187.4120410379924,178.37853135742702,178.76840209960938,1507900
2022-01-14,176.22946871773132,176.92361838567174,170.68574608696832,171.16119384765625,2406700
2022-01-18,168.94562897032148,172.18818663015975,167.3386129948203,169.66830444335938,2341800
2022-01-19,170.40999451932691,171.98847007378416,167.0247942404856,167.0723419189453,1922400
2022-01-20,168.5557318687372,171.7697633163146,165.16104246333455,165.2180938720703,2500200
2022-01-21,166.27359249226294,168.8124818091375,164.49542249916877,166.3876953125,3535600
2022-01-24,162.574624485541,167.96620088238532,160.56823415716198,167.59535217285156,1981000
2022-01-25,164.94236102159172,166.2545871138413,160.73938960282396,164.44789123535156,1415400
2022-01-26,165.2466359068839,168.34655033382393,162.4034528446262,164.06752014160156,1515600
2022-01-27,165.37976914074125,167.1864795752663,160.0167182734803,160.89154052734375,1590000
2022-01-28,160.82501190109636,163.75377271723883,158.181522727929,163.71572875976562,1797000
2022-01-31,162.92645105401922,165.54141399305757,158.5713473998607,164.60003662109375,1834300
2022-02-01,165.35123420144552,165.35123420144552,157.1545188271269,158.97071838378906,2740700
2022-02-02,159.8550531785699,161.6522452066634,156.099018618318,156.8502197265625,2756000
2022-02-03,157.36371129503132,158.48576109017475,153.39847855482319,153.6457061767578,1864900
2022-02-04,152.8850112964813,153.7313078991268,148.96732560911354,150.9451904296875,2151600
2022-02-07,150.77402091087532,151.77246430466835,148.5299064630094,149.26210021972656,1891500
2022-02-08,150.8595800082251,152.7423637289987,149.4237328863864,151.24945068359375,1757500
2022-02-09,153.59815600025718,156.49839031020258,153.17025590753087,154.2162322998047,2167700
2022-02-10,150.71697487478627,154.07363567811316,147.7882142527966,148.49188232421875,1855600
2022-02-11,149.31915602422552,150.07037177979242,143.68035128334287,144.70730590820312,1643300
2022-02-14,144.250877004825,145.56311773403587,142.26350844356884,144.01315307617188,1538800
