Date,Open,High,Low,Close,Volume
2022-01-03,126.04440410695267,126.34886958553624,122.31035356103374,123.51026153564453,417800
2022-01-04,124.19085259784707,126.733945541597,124.07443889134946,125.66835021972656,590300
2022-01-05,126.24141276834528,128.02337554666252,124.34304997386079,124.41468811035156,687500
2022-01-06,124.4683964165882,126.00858198331836,123.63562881202947,125.63249206542969,475100
2022-01-07,125.40864505084772,125.93696093594257,124.3519996170806,124.41468811035156,450400
2022-01-10,124.15497813667673,124.351979564364,122.2387027011894,123.60874938964844,597900
2022-01-11,123.48340438023557,123.50131733001771,121.36117756088899,123.04463958740234,563200
2022-01-12,124.03860438093659,125.18478729529022,123.25954814714667,124.36991882324219,608100
2022-01-13,124.20874562886252,126.14292079405256,123.90428011174977,124.46842193603516,483900
2022-01-14,123.39386614959481,124.20873456462517,122.3461840432317,123.67145538330078,498600
2022-01-18,122.51632926987791,123.29537182604405,120.40305199771858,122.29246520996094,639500
2022-01-19,122.72227148058158,123.52817657241519,120.28662959220762,120.3045425415039,542500
2022-01-20,120.48363905937849,121.13731828462439,117.36745518977494,117.75249481201172,567000
2022-01-21,117.70772299610536,119.05090739012006,116.57945302402118,116.92868041992188,555400
2022-01-24,115.19147160560082,121.28057578914445,114.7258306100304,120.86865997314453,915400
2022-01-25,118.62109990434719,119.4270051276008,116.1854576187899,117.89578247070312,745000
2022-01-26,119.09566722271545,120.5015399281469,117.46593048115108,118.2270736694336,956900
2022-01-27,119.80309573603698,120.83287870816022,115.82728112957196,116.31082153320312,587600
2022-01-28,116.0421609867023,116.98239269140049,113.52593135261567,116.70480346679688,625200
2022-01-31,115.80936913972486,119.33746927649197,115.55864245967251,119.30164337158203,1185100
2022-02-01,119.9553205523457,120.47467313300645,117.81518074541397,120.24185943603516,574200
2022-02-02,120.21500248107628,121.5223746280404,119.09568216002343,121.10150909423828,615000
2022-02-03,120.9403199471525,121.06568327665458,118.51364114102407,118.88076782226562,439500
2022-02-04,117.91364300229155,118.44197244220423,115.08401234307735,116.24810791015625,507800
2022-02-07,116.4093028027446,116.48989057927267,114.73480412708051,114.80644226074219,558800
2022-02-08,115.50490551805235,117.61818279468329,115.04821409016554,116.51676177978516,477000
2022-02-09,117.34953270196905,119.4090846062165,117.34953270196905,118.28976440429688,425300
2022-02-10,116.0959080951269,116.82123920218297,113.35581390262385,114.07218170166016,743300
2022-02-11,114.43035881780959,115.3437212172371,112.91703551874392,113.44535827636719,503500
2022-02-14,113.22149384391645,115.20044456437526,112.80958477633348,113.77667236328125,795800
2022-02-15,115.36163631480032,116.14067892039037,114.2423159442037,115.52281188964844,619200
2022-02-16,114.87806555827132,116.91971818784805,114.24229933182555,116.37348937988281,698600
2022-02-17,116.7495981030528,119.97323262181406,114.23336122562672,114.26918029785156,903000
2022-02-18,115.17357029546756,115.40639764856638,113.26625107832584,113.59757232666016,930500
2022-02-22,112.98867660075169,113.35581013249974,109.89935508770897,110.66944122314453,915300
2022-02-23,110.58884495688275,111.72607136867087,106.26378970476966,106.416015625,1178700
2022-02-24,104.12364716897612,108.46660842792798,103.54159926520575,108.22483825683594,962900
2022-02-25,108.3323041645046,110.79480894369061,108.16216528449738,110.55303192138672,618700
2022-02-28,108.92329023055844,109.58592589719608,107.45474262785419,109.38893127441406,922700
2022-03-01,109.33518899646147,110.82164940923546,107.13236779913814,107.69650268554688,766900
2022-03-02,109.42474022716488,112.3081101609287,108.75314810588901,111.86038208007812,939900
2022-03-03,112.40604723826604,113.09150690214294,110.8367117140771,111.68451690673828,677000
2022-03-04,110.13321477672245,110.63828668800552,108.78935879500791,110.56613159179688,838500
2022-03-07,110.60221557359952,110.82769510155107,106.57966162067467,106.95846557617188,1245700
2022-03-08,107.58981502742537,110.64731695110828,106.73298867149703,108.01371765136719,895900
2022-03-09,109.90774149565927,111.02611802597069,109.26738046293706,109.59207153320312,666000
2022-03-10,108.17606586699509,110.95396855873065,107.32826059813682,110.71947479248047,959100
2022-03-11,111.20650613246613,111.83784605939806,109.6281494340472,109.7544174194336,626200
2022-03-14,110.99003946604337,112.64957235242602,109.6822609701563,110.12419891357422,761600
2022-03-15,111.05315516339004,112.61347625099081,110.84571788744547,112.31584167480469,727900
2022-03-16,113.21777217037561,115.55373662633775,113.21777217037561,115.50865173339844,1097300
2022-03-17,114.48047265481027,115.70707502535195,114.48047265481027,115.4906234741211,1083200
2022-03-18,115.67100400702898,116.84350036733329,113.04641885880035,116.34744262695312,1806600
2022-03-21,116.34743357823365,117.2493516679874,114.20988522832525,115.69805145263672,1124300
2022-03-22,116.5638863158732,116.67211207108679,114.99454405439444,115.58981323242188,546900
2022-03-23,115.1929864982447,115.42748714248252,114.16480036416492,114.98554229736328,663100
2022-03-24,115.64395665476161,116.23019799991269,114.94947576363153,115.52670288085938,524300
2022-03-25,115.89646259964243,116.13998431221063,114.80514264914292,115.93253326416016,433800
2022-03-28,115.71609597522124,116.06784348675194,114.2189086134534,115.1208267211914,540000
2022-03-29,115.89648645530644,117.65522415880714,115.57179535910791,117.50189971923828,542800
2022-03-30,116.87956751151367,117.50189322501375,115.63492984669203,116.1941146850586,586500
2022-03-31,115.82434184372255,116.38352676366074,113.65072240504325,113.65973663330078,911800
2022-04-01,114.73299866348219,115.41845833416791,113.14562090861115,113.57854461669922,687900
2022-04-04,113.53345997435974,117.04192808551949,112.60448533395264,116.59998321533203,1435200
2022-04-05,115.93253779938132,116.92465313963577,114.26399769717868,114.45339965820312,854900
2022-04-06,113.66874059418977,115.40944285683052,113.02837954890909,115.0937728881836,718200
2022-04-07,114.98554516230884,116.98781147473281,113.63266791206551,116.52782440185547,595200
2022-04-08,116.57291110802129,119.30572177228734,115.68000726004398,119.07122802734375,992200
2022-04-11,119.05319438407443,120.36097293358497,117.70031717516449,117.8446273803711,460700
2022-04-12,118.69242076639419,120.11743917325576,118.25047596795152,118.77359008789062,567400
2022-04-13,118.75554434447,119.44099708703254,117.65520325629272,118.6202621459961,568600
2022-04-14,118.89085268552316,120.07236321581844,118.03401946537473,118.09716033935547,444400
2022-04-18,117.52894083950736,119.35983341034772,117.52894083950736,118.27753448486328,481300
2022-04-19,118.44889088875892,120.83896804953096,118.43987666327205,120.69467163085938,558700
2022-04-20,122.05656084103288,124.53683526482156,122.05656084103288,124.16704559326172,779200
2022-04-21,125.35760509370505,127.26966711397775,124.18510877927845,124.58195495605469,994500
2022-04-22,124.35648678487146,124.59098056430643,120.36098197153402,120.5323486328125,890500
2022-04-25,120.47822859295921,121.23583653895722,117.67326258515764,121.0013427734375,790800
2022-04-26,119.84690159515958,122.27306389226568,119.7116056002032,120.80293273925781,677500
2022-04-27,121.0103419322136,122.72399446774142,120.52331224534016,120.79387664794922,696200
2022-04-28,120.85700857168389,121.3711084229453,117.58304192065908,120.12645721435547,816100
2022-04-29,119.63042115409262,121.0193690298638,117.05994895849399,117.2944564819336,1261500
2022-05-02,118.03401896289867,119.5853192171616,115.68001213910722,117.69129943847656,744500
2022-05-03,118.0610859738643,119.36887836362442,117.11408288083724,118.84576416015625,749100
2022-05-04,118.87279126637492,122.0926312647836,117.56501296156269,121.9212646484375,779900
2022-05-05,120.61350037133079,121.3620940253834,116.17606509176896,117.51992797851562,775100
2022-05-06,116.79838482460326,118.73750308322974,115.23806360583117,117.96185302734375,747500
2022-05-09,116.52781628392688,120.26175668398574,116.30233675792772,118.99907684326172,714200
2022-05-10,120.41509431047845,120.79389830422132,116.6901814909171,118.10618591308594,823600
2022-05-11,118.07011296057061,119.47710312792854,116.43764324684945,116.58193969726562,648100
2022-05-12,116.84348813475671,119.73863741811293,116.2752753496105,119.68452453613281,832600
2022-05-13,120.46920319968679,122.11970115685051,119.78373665878452,121.56051635742188,628000
2022-05-16,121.2448485957865,123.4996439391182,119.64846340147625,122.90438842773438,627100
2022-05-17,123.56279777286659,124.93371733879347,123.12085288484158,124.11296844482422,709000
2022-05-18,122.58869324272825,122.58869324272825,117.48383404588951,118.58417510986328,912300
2022-05-19,117.41170959871009,120.74881808853455,117.1952580294191,119.05320739746094,956600
2022-05-20,119.72961408640103,119.72961408640103,113.23580726126882,115.93253326416016,999000
2022-05-23,116.74428648246501,117.83559972727834,115.40944460485397,116.92466735839844,1055600
2022-05-24,116.58192560011624,118.65633992825462,115.38237978814168,118.08812713623047,788600
2022-05-25,117.26739995941098,120.23470457309365,116.80741290200847,120.10843658447266,1083500
2022-05-26,121.75894118086477,123.12083253154081,121.01936174710605,122.69692993164062,635700
2022-05-27,123.34633590930771,125.55604664935366,123.03067277657289,125.52897644042969,630800
2022-05-31,124.03178265910412,124.6811648009459,122.88634280305293,123.31925964355469,1326900
2022-06-01,124.03175470218054,124.29330484044,121.9753829705833,122.49849700927734,621300
2022-06-02,122.88436399676107,124.25528905212623,121.831195870982,124.18265533447266,562900
2022-06-03,123.81951220330684,124.48227589049142,122.98424515221217,123.42910766601562,494400
2022-06-06,124.17359165655628,126.90636797522737,123.23845497576498,126.79742431640625,721100
2022-06-07,125.39925912034943,127.91414831674774,124.72742136747239,127.84151458740234,660500
2022-06-08,127.26043883306917,127.9050544224356,126.47056966104805,126.61583709716797,457900
2022-06-09,126.65215608695509,128.921907988155,126.30714936486352,126.7338638305664,809300
2022-06-10,124.58214180098796,125.0179302812399,123.34739622905244,123.41094207763672,838000
2022-06-13,120.89607964451571,121.39542787913099,118.58092972291209,119.48883056640625,919900
2022-06-14,120.04265419388473,121.26832591032534,118.97132396299766,120.24239349365234,881900
2022-06-15,120.82345345359549,121.51345315045643,118.7262045908175,120.22423553466797,772400
2022-06-16,118.14513048074619,118.26314815933786,115.94800537446115,116.49274444580078,832300
2022-06-17,116.31116680261391,117.47327866598636,115.25799859722444,115.50313568115234,1724900
2022-06-21,116.7106462049462,118.97131024538892,115.38510499145909,118.76249694824219,818100
2022-06-22,117.8001242892293,119.7702672873731,117.34617390661185,119.49789428710938,741000
2022-06-23,120.04263727171221,121.11395349811008,119.12566250911068,121.01408386230469,627600
2022-06-24,122.08542845367882,124.27347282783369,121.29555914699147,124.15544128417969,1195500
2022-06-27,124.58215521448165,125.59899972903965,123.71056430666943,124.509521484375,571300
2022-06-28,124.80913764442073,125.99848560508518,122.70280090990943,122.97517395019531,649900
2022-06-29,123.30201138138004,123.30201138138004,120.80528406090053,121.21383666992188,681800
2022-06-30,120.17882676774117,121.98555438163956,119.425267426873,120.75080871582031,845500
2022-07-01,120.37858230563404,121.96740895057948,119.18923429082992,121.06859588623047,1008700
2022-07-05,119.7430494462618,122.82990697259272,119.34357083270802,122.7845230102539,684700
2022-07-06,123.04778729213363,123.8467443836384,121.2229117755459,122.83897399902344,842000
2022-07-07,123.47454866743007,125.66259362673749,123.47454866743007,125.26311492919922,773800
2022-07-08,125.49913008182645,125.76242908514647,124.43688775426835,124.509521484375,567600
2022-07-11,124.15543825413108,125.78966251555532,123.85582931841438,124.93623352050781,562400
2022-07-12,124.88175160957123,126.47965195097791,123.62884413467616,124.33700561523438,754200
2022-07-13,123.64700712581704,125.46280865176259,122.99331746819934,124.65477752685547,871000
2022-07-14,122.72096934755947,124.39150376526116,122.19438513586609,124.10098266601562,638600
2022-07-15,125.46280640522123,126.09833415722915,124.50950785047635,125.78056335449219,579000
2022-07-18,125.99845509514445,126.7157043893343,125.04515661171482,125.4083251953125,830800
2022-07-19,126.77926579067898,128.8946762942825,126.14373800822585,128.7312469482422,716600
2022-07-20,128.014014595633,129.51204539525892,127.77796537157002,129.39402770996094,610200
2022-07-21,128.92191642679524,129.51204641834795,127.66900886221408,129.4212646484375,650500
2022-07-22,130.0658738821122,131.88167562536725,129.82982464273746,131.18260192871094,1017100
2022-07-25,131.64563238406413,131.9180054286559,130.75589336830166,131.2189178466797,737600
2022-07-26,129.8570287271304,130.90110893216647,128.83109656058113,129.58465576171875,901700
2022-07-27,132.48089743963266,132.9620838075345,129.03087125482313,132.8894500732422,1112400
2022-07-28,133.0074673826939,136.40302136660597,132.58075289783045,135.83103942871094,1111900
2022-07-29,135.94908169023995,139.49896357451135,135.61314894692126,138.79080200195312,2084700
2022-08-01,137.94644770776338,139.93475264661464,137.69223659583838,138.8452606201172,960800
2022-08-02,138.84524970073488,138.84524970073488,136.38484652092902,136.87510681152344,843800
2022-08-03,137.53787966816463,138.00090402996514,136.44838776410342,137.1202392578125,728900
2022-08-04,136.956832386842,137.68314189721718,136.03076975160792,136.12155151367188,847600
2022-08-05,135.25907306634008,137.32908602327475,134.8595944512354,137.0748748779297,684400
2022-08-08,138.00093662248148,139.2175205020841,137.55606019480513,137.91014099121094,616400
2022-08-09,137.91921618728725,138.89066285592747,137.27460051285095,138.06448364257812,925200
2022-08-10,139.7259374218999,141.2693799734044,139.71686340050874,140.68832397460938,803700
2022-08-11,141.63250510810394,143.03066605018506,141.25118848753638,142.1863250732422,1025000
2022-08-12,142.05015166108538,143.5391082763672,142.05015166108538,143.5391082763672,552000
2022-08-15,142.90357500750818,144.7829362425355,142.55858213683234,143.8841094970703,530400
2022-08-16,143.91131479307265,145.49106677683548,143.81144517593597,144.49237060546875,662700
2022-08-17,143.72974658209756,146.48068438393295,143.07605701993228,145.7997589111328,648400
2022-08-18,145.77255084963488,146.5805820109229,144.59227703393626,145.2368927001953,610900
